timestamp (ms);packet no.;rssi;satellites;longitude (Á);latitude (Á);altitude (m);temperature (decy ÁC);pressure (Pa);humidity (%)
7238;2;-55;0;21.069479;52.502201;-38;407;101405.74;11
13227;3;-55;0;21.069479;52.502201;-38;408;101407.34;11
19216;4;-58;0;21.069479;52.502201;-38;408;101404.34;11
25204;5;-56;0;21.069479;52.502201;-38;407;101405.09;11
31192;6;-53;0;21.069479;52.502201;-38;407;101410.08;11
37181;7;-53;0;21.069479;52.502201;-38;407;101409.38;11
43170;8;-53;0;21.069479;52.502201;-38;407;101404;11
25434;1;-46;0;0;0;0;279;102382.35;46
31437;2;-63;0;0;0;0;289;102824.77;46
37441;3;-71;0;0;0;0;299;103261.17;46
43446;4;-55;0;0;0;0;307;103650.86;46
49450;5;-40;0;0;0;0;317;104104.94;46
55454;6;-30;0;0;0;0;323;104362.66;46
61458;7;-35;0;0;0;0;331;104705.41;46
67463;8;-29;0;0;0;0;336;104922.84;46
73467;9;-28;0;0;0;0;341;105171.19;46
79470;10;-33;0;0;0;0;346;105421.41;46
85474;11;-30;0;0;0;0;354;105830.38;46
91477;12;-48;0;0;0;0;359;106043.92;46
97480;13;-37;0;0;0;0;362;106239.59;46
103483;14;-36;0;0;0;0;369;106547.33;46
109485;15;-40;0;0;0;0;374;106792.73;46
115487;16;-36;0;0;0;0;377;106897.45;46
121490;17;-38;0;0;0;0;377;106915.12;46
127491;18;-37;0;0;0;0;377;106901.16;46
133493;19;-35;0;0;0;0;380;107095.83;46
139494;20;-32;0;0;0;0;387;107422.38;46
145495;21;-34;0;0;0;0;381;107052.73;46
2234;1;-69;0;0;0;0;394;107797.54;46
11040;2;-79;5;21.066151;52.504097;110;394;107763.14;46
13635;3;-69;5;21.066156;52.504105;112;393;107708.47;46
18637;4;-68;6;21.066154;52.504101;112;393;107675.01;46
23638;5;-62;6;21.066154;52.504101;112;391;107598.51;46
28641;6;-63;6;21.066154;52.504101;112;391;107605.03;46
33642;7;-65;6;21.066154;52.504101;112;391;107608.66;46
38645;8;-69;6;21.066154;52.504101;112;391;107615.09;46
43646;9;-71;6;21.066154;52.504101;112;391;107579.89;46
48648;10;-69;6;21.066154;52.504101;112;391;107554.78;46
53653;11;-71;7;21.066154;52.504101;112;391;107600.27;46
58655;12;-65;7;21.066154;52.504101;112;392;107643.74;46
63658;13;-66;7;21.066154;52.504101;112;391;107591.7;46
68660;14;-65;7;21.066154;52.504101;112;391;107560.23;46
73662;15;-71;7;21.066154;52.504101;112;390;107543.75;46
78665;16;-71;7;21.066154;52.504101;112;391;107541.67;46
83666;17;-75;7;21.066154;52.504101;112;389;107481.94;46
88669;18;-68;7;21.066154;52.504101;111;390;107506.8;46
93672;19;-72;7;21.066154;52.504101;111;389;107475.12;46
98673;20;-68;7;21.066154;52.504101;111;389;107470.58;46
103674;21;-69;7;21.066154;52.504101;111;390;107504.84;46
108676;22;-68;7;21.066154;52.504101;111;390;107489.02;46
113679;23;-68;7;21.066154;52.504101;111;390;107525.03;46
118681;24;-73;7;21.066154;52.504101;111;391;107548.1;46
123685;25;-62;7;21.066154;52.504101;111;391;107553.64;46
128688;26;-67;7;21.066154;52.504101;111;392;107589.7;46
133690;27;-66;7;21.066154;52.504101;111;391;107521.02;46
138693;28;-73;7;21.066154;52.504101;111;391;107546.12;46
143696;29;-68;7;21.066154;52.504101;111;391;107522.17;46
148699;30;-64;7;21.066154;52.504101;111;389;107412.01;46
153702;31;-67;7;21.066154;52.504101;111;389;107440.77;46
158706;32;-67;7;21.066154;52.504101;111;389;107429.56;46
163707;33;-64;7;21.066153;52.504101;111;390;107445.21;46
168710;34;-73;7;21.066153;52.504101;111;388;107389.78;46
173714;35;-64;7;21.066153;52.504101;111;389;107404.66;46
178716;36;-65;7;21.066153;52.504101;111;388;107374.04;46
183719;37;-65;7;21.066153;52.504101;111;388;107341.77;46
188722;38;-66;7;21.066151;52.504101;111;387;107316.66;46
193724;39;-67;7;21.066151;52.504101;111;387;107325.15;46
198726;40;-67;7;21.066149;52.504101;111;387;107322.25;46
203729;41;-63;7;21.066149;52.504101;111;387;107309.18;46
208732;42;-63;7;21.066149;52.504101;111;387;107281.45;46
213736;43;-72;7;21.066149;52.504101;111;387;107324.16;46
218739;44;-77;7;21.066149;52.504101;111;386;107258.42;46
223740;45;-64;7;21.066149;52.504101;111;385;107176.97;46
228743;46;-71;7;21.066149;52.504101;111;384;107144.8;46
233745;47;-82;7;21.066149;52.504101;111;386;107230.61;46
238748;48;-73;7;21.066147;52.504101;111;387;107272.11;46
243750;49;-68;7;21.066147;52.504101;111;386;107236.03;46
248754;50;-70;7;21.066147;52.504101;111;386;107223.03;46
253756;51;-73;7;21.066147;52.504101;111;385;107165.78;46
258755;52;-45;7;21.066132;52.504108;109;385;107167.72;46
263757;53;-75;7;21.066078;52.504105;109;381;106942.72;46
268760;54;-85;7;21.065981;52.503983;109;375;106579.16;46
273760;55;-93;5;21.065928;52.503899;110;370;106324.14;46
278759;56;-99;3;21.065847;52.503838;110;371;106463.84;46
283760;57;-90;3;21.065746;52.503788;109;369;106352.58;46
288756;58;-95;0;21.065651;52.503738;109;371;106455.58;46
293756;59;-94;0;21.065557;52.503693;109;373;106525.45;46
299756;60;-101;0;21.065557;52.503693;109;374;106605.47;46
305756;61;-97;0;21.065557;52.503693;109;375;106620.05;46
311755;62;-102;0;21.065557;52.503693;109;376;106669.81;46
317754;63;-92;0;21.065557;52.503693;109;376;106669.62;46
323752;64;-93;0;21.065557;52.503693;109;377;106692.53;46
329749;65;-94;0;21.065557;52.503693;109;377;106709.91;46
335746;66;-91;0;21.065557;52.503693;109;378;106738.41;45
341743;67;-83;0;21.065557;52.503693;109;378;106757.89;45
347740;68;-91;0;21.065557;52.503693;109;376;106612.15;46
353736;69;-85;0;21.065557;52.503693;109;376;106659.19;45
359732;70;-91;0;21.065557;52.503693;109;377;106688.38;45
365729;71;-87;0;21.065557;52.503693;109;378;106710.66;45
371725;72;-85;0;21.065557;52.503693;109;380;106811.03;45
377721;73;-88;0;21.065557;52.503693;109;379;106790.66;45
383716;74;-85;0;21.065557;52.503693;109;381;106874.56;45
389713;75;-101;0;21.065557;52.503693;109;382;106950.08;45
395708;76;-84;0;21.065557;52.503693;109;384;107027.46;45
401704;77;-87;0;21.065557;52.503693;109;383;106967.34;45
403721;78;-90;3;21.064171;52.502087;108;384;106996.8;45
408716;79;-101;0;21.063232;52.501278;107;384;107022.61;45
413711;80;-107;0;21.063099;52.501141;106;386;107126.02;45
418708;81;-99;0;21.062965;52.501007;105;387;107148.98;45
424703;82;-99;0;21.062965;52.501007;105;388;107209.89;45
430699;83;-106;0;21.062965;52.501007;105;388;107210.8;45
436694;84;-89;0;21.062965;52.501007;105;389;107232.85;45
442689;85;-83;0;21.062965;52.501007;105;388;107209.7;45
448684;86;-87;0;21.062965;52.501007;105;384;107000.41;45
454679;87;-85;0;21.062965;52.501007;105;384;106961.5;45
460675;88;-83;0;21.062965;52.501007;105;383;106937.58;45
463685;89;-77;4;21.06596;52.503853;114;383;106891.17;45
468677;90;-77;4;21.065847;52.503712;126;384;106940.86;45
473684;91;-74;7;21.065933;52.503792;129;383;106907.62;45
478679;92;-74;7;21.065983;52.503895;125;380;106780.66;45
483675;93;-65;7;21.066023;52.503983;118;378;106660.83;45
488673;94;-62;7;21.066063;52.504047;114;376;106569.98;45
493670;95;-60;7;21.066069;52.504059;112;376;106534.67;45
498664;96;-50;7;21.066078;52.504066;111;377;106540.8;45
503662;97;-55;7;21.066088;52.504074;111;377;106599.97;45
508657;98;-64;7;21.06609;52.504074;110;377;106597.36;45
513652;99;-62;7;21.066065;52.504089;110;379;106722.97;45
518650;100;-78;7;21.066038;52.504112;109;385;106972.08;45
523646;101;-72;7;21.066002;52.504147;108;382;106806.92;45
528644;102;-81;7;21.066023;52.504181;107;381;106761.91;45
533636;103;-78;7;21.066069;52.504215;106;380;106734.14;45
538634;104;-74;7;21.066101;52.504257;107;375;106437.73;45
543630;105;-71;7;21.066124;52.504276;107;377;106577.92;45
548627;106;-70;7;21.066126;52.504276;107;379;106688.25;45
553623;107;-74;7;21.06613;52.504276;107;370;106154.34;45
558617;108;-72;7;21.066122;52.504284;107;378;106612.41;45
563613;109;-73;7;21.06612;52.50428;107;380;106727.66;45
568607;110;-73;7;21.066122;52.504292;107;379;106670.05;45
573605;111;-67;7;21.066122;52.504292;107;380;106756.5;45
578603;112;-74;7;21.06612;52.504292;107;383;106885.44;45
583598;113;-71;7;21.06612;52.504292;107;381;106789.42;45
588593;114;-73;7;21.06612;52.504292;107;378;106552.32;45
593585;115;-68;7;21.066122;52.504288;107;379;106628.84;45
598581;116;-76;7;21.066122;52.504288;107;378;106607.89;45
603578;117;-78;7;21.066122;52.504288;107;381;106732.62;45
608574;118;-78;7;21.066126;52.504284;107;380;106697.98;45
613568;119;-68;7;21.066126;52.504284;107;375;106370.56;45
618562;120;-71;7;21.066126;52.504284;107;378;106555.73;45
623559;121;-68;7;21.066126;52.504284;107;379;106599.9;45
628553;122;-74;7;21.066126;52.504284;107;377;106470.77;45
633549;123;-89;7;21.066118;52.504276;107;380;106643.35;45
638544;124;-80;7;21.066111;52.504265;107;382;106757.33;45
643538;125;-88;7;21.066114;52.504261;107;375;106295.16;45
648533;126;-72;7;21.06612;52.504261;107;368;105978.74;45
653529;127;-85;7;21.06612;52.504265;107;368;106035.41;45
658523;128;-78;7;21.066118;52.504265;107;378;106530.85;44
663519;129;-88;7;21.066118;52.504265;107;375;106345.5;45
668512;130;-76;7;21.066113;52.504272;107;372;106217.08;45
673508;131;-73;7;21.066118;52.504276;106;372;106203.33;45
678503;132;-60;7;21.06613;52.504272;106;370;106092.05;45
683497;133;-62;7;21.066029;52.504284;107;364;105780.67;45
688492;134;-77;7;21.065922;52.504349;112;364;105818.98;45
693488;135;-80;7;21.065769;52.504429;115;355;105401.23;44
698484;136;-85;7;21.06547;52.504475;119;352;105182.55;45
703479;137;-75;7;21.065081;52.50462;124;353;105337.8;45
708473;138;-78;7;21.064657;52.504807;127;351;105221.23;45
713469;139;-81;7;21.064308;52.50494;128;348;105042.36;45
718464;140;-91;7;21.064009;52.505081;133;348;105055.72;45
723459;141;-83;7;21.063751;52.505203;138;345;104892.48;45
728456;142;-93;7;21.063456;52.505375;144;340;104645.74;45
733449;143;-94;7;21.06308;52.505486;147;343;104796.69;45
738445;144;-89;7;21.062624;52.505611;153;344;104829.46;44
743439;145;-83;7;21.062115;52.505718;160;339;104564.7;45
748436;146;-87;7;21.06159;52.505882;170;340;104656.95;44
753432;147;-76;7;21.061016;52.506039;181;338;104581.92;45
758429;148;-78;7;21.060448;52.506081;203;340;104610.09;44
763424;149;-87;7;21.05983;52.506161;226;338;104542.44;44
768420;150;-74;7;21.059237;52.506336;240;338;104486.58;44
773419;151;-82;7;21.058657;52.506485;253;335;104377.23;44
778414;152;-91;7;21.058094;52.506645;264;337;104515.66;44
783411;153;-91;7;21.057541;52.50676;274;333;104371.83;44
788409;154;-76;7;21.057003;52.50692;283;333;104297.75;44
793406;155;-74;7;21.056389;52.507046;293;330;104118.7;44
798404;156;-79;7;21.055807;52.507195;302;333;104287.13;44
803403;157;-78;7;21.055283;52.507324;314;329;104086.05;44
808401;158;-84;7;21.054768;52.507473;328;331;104193.11;44
813399;159;-84;7;21.054277;52.507618;342;326;103958.23;44
818399;160;-100;7;21.053738;52.507771;360;328;104027.84;44
823396;161;-78;7;21.053209;52.507904;376;326;103954.7;44
828396;162;-86;7;21.052738;52.508011;391;325;103897.78;44
833395;163;-95;7;21.052301;52.50816;407;325;103894.5;44
838395;164;-78;7;21.051857;52.50832;425;325;103824.53;44
843394;165;-81;7;21.051435;52.50845;444;322;103722.3;44
848393;166;-94;7;21.050989;52.508549;459;323;103749.27;44
853392;167;-83;7;21.050577;52.508709;472;318;103560.66;44
858391;168;-87;7;21.050135;52.508812;490;311;103238.12;44
863390;169;-89;7;21.049753;52.508945;517;311;103218.52;44
868389;170;-77;7;21.049355;52.509045;543;307;102989.2;44
873389;171;-77;7;21.048948;52.509167;570;307;103010.27;44
878389;172;-97;7;21.04855;52.509285;598;302;102831.81;44
883386;173;-89;7;21.048225;52.509399;624;300;102702.56;44
888386;174;-80;7;21.047941;52.509525;648;298;102679.3;44
893383;175;-79;7;21.047581;52.50964;670;297;102579.02;44
898382;176;-88;7;21.047251;52.509773;690;296;102532.66;44
903381;177;-87;7;21.046917;52.509895;711;289;102180.42;44
908378;178;-80;7;21.046583;52.510033;726;286;102079.33;44
913378;179;-81;7;21.046211;52.510166;742;287;102090.22;44
918374;180;-76;7;21.045853;52.5103;755;288;102125.28;44
923372;181;-77;7;21.045551;52.510406;767;285;101982.62;44
928368;182;-84;7;21.045156;52.510544;779;283;101925.72;44
933367;183;-90;7;21.044779;52.510712;792;283;101955.95;44
938366;184;-76;7;21.044474;52.510921;805;282;101863.72;44
943366;185;-85;7;21.044079;52.511116;819;277;101615.71;44
948365;186;-94;7;21.04368;52.511265;832;278;101672.78;44
953364;187;-86;7;21.043259;52.511452;846;276;101570.6;44
958366;188;-91;7;21.042824;52.511642;865;274;101598.28;44
963366;189;-87;7;21.042295;52.511806;885;271;101367.23;44
968368;190;-85;7;21.041754;52.512032;903;269;101287.99;44
973367;191;-91;7;21.041224;52.512253;919;265;101097.64;44
978366;192;-85;7;21.040581;52.512505;932;267;101248.48;44
983365;193;-100;7;21.039988;52.512791;941;264;101076.01;44
988365;194;-93;7;21.039427;52.513046;947;264;101034.52;44
993365;195;-85;7;21.038877;52.513336;953;260;100850;43
998363;196;-81;7;21.03837;52.513565;958;259;100837.51;44
1003362;197;-87;7;21.037897;52.513805;963;259;100811.46;44
1008360;198;-83;7;21.037392;52.514057;971;255;100645.58;44
1013357;199;-86;7;21.036821;52.514271;984;256;100674.62;44
1018355;200;-81;7;21.036158;52.514473;998;256;100716.06;44
1023355;201;-87;7;21.035458;52.514622;1011;252;100511.32;44
1028352;202;-97;7;21.034912;52.514793;1022;252;100519.66;44
1033348;203;-89;7;21.034269;52.514946;1030;249;100416.84;44
1038345;204;-81;7;21.033623;52.515129;1039;249;100392.39;44
1043342;205;-83;7;21.033052;52.51532;1045;246;100215.53;44
1048339;206;-84;7;21.032457;52.515491;1050;245;100196.5;44
1053337;207;-101;7;21.031853;52.515694;1055;243;100129.95;44
1058336;208;-96;7;21.031181;52.515903;1061;239;99964.16;44
1063331;209;-82;7;21.030607;52.516094;1065;240;99968.46;44
1068327;210;-90;7;21.029997;52.516251;1067;241;100031.66;44
1073322;211;-83;7;21.029312;52.51643;1070;239;99914.56;44
1078319;212;-92;7;21.02866;52.516537;1073;240;99985.89;44
1083317;213;-85;7;21.02804;52.516724;1079;242;100097.89;44
1088312;214;-87;7;21.027483;52.51685;1087;239;99949;44
1093308;215;-86;7;21.026957;52.516979;1098;240;99969.16;43
1098305;216;-90;7;21.026476;52.51709;1107;237;99831.73;44
1103300;217;-92;7;21.025997;52.517216;1114;238;99880.92;44
1108296;218;-109;7;21.025599;52.517303;1118;238;99850.05;44
1113293;219;-89;7;21.025127;52.51741;1120;238;99863;44
1118289;220;-93;7;21.024673;52.51754;1123;240;99893.8;44
1123287;221;-87;7;21.024233;52.517651;1125;240;99948.5;44
1128282;222;-90;7;21.023821;52.51778;1129;237;99789.6;44
1133280;223;-90;7;21.023361;52.517914;1132;234;99690.3;44
1138276;224;-88;7;21.02289;52.51807;1136;237;99816.86;44
1143273;225;-89;7;21.022404;52.518215;1139;233;99678.67;44
1148269;226;-87;7;21.021881;52.518333;1143;233;99651.61;44
1153266;227;-87;7;21.021383;52.518497;1147;235;99723.57;44
1158262;228;-96;7;21.020889;52.518623;1151;236;99736.39;43
1163258;229;-84;7;21.020399;52.518768;1156;236;99825;44
1168253;230;-90;7;21.019859;52.518879;1160;237;99801.92;43
1173250;231;-88;7;21.01939;52.518993;1163;235;99719.5;44
1178246;232;-93;7;21.0189;52.519131;1168;236;99769.14;43
1183240;233;-101;7;21.018318;52.519337;1173;237;99788.77;44
1188236;234;-85;7;21.017794;52.519497;1178;234;99664.57;44
1193231;235;-102;7;21.017242;52.519669;1182;237;99793.34;43
1198227;236;-99;7;21.016674;52.519855;1187;234;99637.5;44
1203224;237;-93;7;21.0161;52.520046;1194;235;99645.05;44
1208219;238;-95;7;21.015566;52.520229;1205;235;99646.58;44
1213213;239;-90;7;21.015007;52.52039;1215;234;99657.95;44
1218209;240;-96;7;21.014519;52.520573;1228;237;99781.82;43
1223204;241;-92;7;21.014078;52.520748;1241;235;99681.2;44
1228201;242;-99;7;21.013599;52.520977;1253;239;99828.12;44
1233195;243;-101;7;21.013113;52.52124;1266;239;99819.11;44
1238191;244;-84;7;21.012625;52.521488;1281;237;99746.53;43
1243184;245;-83;7;21.012133;52.521744;1295;239;99788.57;43
1248180;246;-92;7;21.011669;52.522003;1306;238;99785.92;44
1253175;247;-95;7;21.011223;52.522282;1318;236;99686.82;44
1258172;248;-85;7;21.010733;52.522552;1331;236;99737.45;44
1263168;249;-90;7;21.010269;52.522816;1346;234;99598.34;44
1268165;250;-83;7;21.009768;52.523087;1358;232;99524.86;44
1273161;251;-82;7;21.009317;52.523365;1369;231;99425.59;44
1278159;252;-81;7;21.008862;52.523655;1380;226;99215.48;44
1283155;253;-90;7;21.008415;52.523949;1390;226;99226.87;44
1288152;254;-84;7;21.007967;52.524269;1399;228;99293.8;44
1293150;255;-86;7;21.007496;52.52457;1408;223;99107.27;44
1298151;256;-83;7;21.007006;52.524857;1417;223;99080.08;44
1303149;257;-98;7;21.006557;52.525162;1426;222;99036.25;44
1308149;258;-93;7;21.006105;52.525463;1437;220;98901.69;44
1313150;259;-85;7;21.005629;52.525791;1447;221;99022.97;44
1318151;260;-82;7;21.005186;52.526073;1457;220;98997.5;44
1323151;261;-85;7;21.004797;52.526379;1468;217;98773.34;44
1328155;262;-91;7;21.004463;52.526672;1476;217;98856.86;43
1333154;263;-90;7;21.004059;52.527004;1485;219;98915.77;43
1338155;264;-84;7;21.003674;52.527336;1493;221;98984.77;43
1343157;265;-93;7;21.003349;52.527672;1501;219;98862.62;43
1348160;266;-91;7;21.003017;52.527973;1510;218;98871.45;43
1353163;267;-90;7;21.002674;52.528328;1517;218;98818.98;43
1358166;268;-86;7;21.002369;52.52866;1525;217;98777.05;43
1363169;269;-85;7;21.002102;52.529053;1532;220;98890.46;43
1368171;270;-85;7;21.001844;52.529465;1538;219;98888.77;43
1373174;271;-103;7;21.001579;52.529888;1545;222;98999.36;43
1378176;272;-86;7;21.001345;52.530312;1552;222;98987.79;43
1383179;273;-85;7;21.001141;52.530716;1559;222;98991.72;43
1388182;274;-92;7;21.000904;52.531128;1567;221;98963.69;43
1393186;275;-83;7;21.000702;52.531567;1576;221;98970.64;43
1398189;276;-84;7;21.000561;52.532001;1584;223;99002.23;44
1403193;277;-84;7;21.000395;52.532463;1591;224;99057.51;43
1408197;278;-98;7;21.00024;52.532917;1597;225;99081.31;43
1413202;279;-82;7;21.00009;52.533398;1605;224;99054.78;43
1418207;280;-98;7;20.999958;52.533863;1610;225;99022.31;43
1423212;281;-92;7;20.999798;52.534321;1616;222;98914.56;43
1428218;282;-85;7;20.999681;52.534786;1621;223;99000.25;43
1433223;283;-83;7;20.999504;52.535271;1627;223;98964.03;43
1438228;284;-87;7;20.999367;52.535732;1634;222;98910.5;43
1443234;285;-92;7;20.999233;52.536194;1640;222;98907.08;43
1448239;286;-93;7;20.999111;52.536652;1646;220;98830.67;43
1453242;287;-95;7;20.999039;52.537083;1650;222;98927.14;43
1458245;288;-88;7;20.998953;52.537529;1657;222;98887.38;43
1463248;289;-100;7;20.998857;52.537994;1664;224;98989.35;42
1468251;290;-85;7;20.998817;52.538437;1671;225;98985.42;43
1473254;291;-101;7;20.998781;52.538853;1680;223;98950.56;43
1478258;292;-92;7;20.998711;52.539314;1687;229;99195.64;43
1483260;293;-87;7;20.998634;52.539764;1694;225;99019.09;43
1488264;294;-93;7;20.998552;52.540199;1703;227;99016.35;43
1493268;295;-89;7;20.998484;52.540676;1712;226;99010.42;43
1498273;296;-88;7;20.998407;52.541149;1721;228;99083.85;43
1503280;297;-99;7;20.998318;52.541611;1728;230;99149.16;43
1508283;298;-108;7;20.99824;52.542084;1736;229;99092.02;43
1513288;299;-97;7;20.998152;52.542542;1743;225;98929.16;43
1518295;300;-87;7;20.998058;52.54298;1751;225;98957.55;43
1523301;301;-88;7;20.997986;52.543457;1764;225;98881.9;43
1528307;302;-92;7;20.997892;52.543903;1776;223;98868.85;43
1533313;303;-87;7;20.997778;52.544353;1786;223;98877.48;43
1538319;304;-101;7;20.997675;52.544796;1797;226;98958.22;43
1543325;305;-89;7;20.997589;52.545273;1809;228;99023.14;43
1548331;306;-92;7;20.997431;52.545738;1821;231;99184.74;43
1553339;307;-98;7;20.997353;52.546181;1834;227;98955.81;43
1558344;308;-88;7;20.997299;52.546669;1844;228;99047.12;43
1563351;309;-86;7;20.997162;52.547127;1856;224;98856.94;43
1568359;310;-93;7;20.99707;52.547581;1869;226;98920.3;43
1573366;311;-86;7;20.996996;52.548061;1882;225;98901.95;43
1578373;312;-97;7;20.996914;52.548485;1897;223;98782.98;43
1583381;313;-87;7;20.996777;52.548927;1913;226;98930.15;42
1588389;314;-94;7;20.996664;52.549351;1925;223;98793.7;43
1593394;315;-92;6;20.996546;52.549793;1941;227;98916.66;43
1598405;316;-93;7;20.996462;52.550194;1954;226;98907.36;43
1603412;317;-92;7;20.996439;52.550606;1968;226;98845.3;43
1608420;318;-85;7;20.996376;52.551033;1980;229;99028.74;43
1613428;319;-95;7;20.996279;52.55143;1991;224;98817.14;43
1618439;320;-98;7;20.996235;52.551826;2002;224;98773.51;43
1623447;321;-88;7;20.996162;52.552219;2014;223;98731.86;43
1628456;322;-102;7;20.996092;52.552601;2026;224;98791.47;43
1633465;323;-90;7;20.996017;52.552956;2043;220;98613.23;43
1638474;324;-87;7;20.995932;52.553356;2057;221;98630.2;43
1643482;325;-87;7;20.995901;52.553764;2068;221;98639.02;43
1648491;326;-98;7;20.995857;52.554157;2079;222;98666.15;43
1653501;327;-95;7;20.995823;52.55455;2091;218;98483.59;43
1658510;328;-86;7;20.995771;52.554939;2102;218;98481.56;43
1663519;329;-85;7;20.995707;52.555344;2113;218;98446.12;43
1668529;330;-85;7;20.995636;52.555744;2124;216;98376.64;43
1673538;331;-84;7;20.995575;52.556141;2134;212;98199.63;43
1678547;332;-85;7;20.995495;52.55658;2143;211;98136.25;42
1683555;333;-85;7;20.995459;52.556969;2153;209;98036.12;43
1688566;334;-91;7;20.995388;52.557384;2165;211;98206.8;43
1693576;335;-89;7;20.995314;52.5578;2175;210;98073.45;43
1698585;336;-99;7;20.995226;52.558182;2186;210;98056.04;43
1703595;337;-90;7;20.995159;52.55859;2198;212;98160.61;43
1708605;338;-86;7;20.995142;52.559017;2208;208;98003.46;43
1713615;339;-90;7;20.995041;52.559441;2218;207;97983.2;43
1718626;340;-88;7;20.994982;52.55983;2227;208;97986.68;43
1723636;341;-97;7;20.994932;52.560253;2236;207;97970.69;43
1728644;342;-98;7;20.994852;52.560684;2246;208;97994.16;42
1733653;343;-102;7;20.994808;52.561096;2255;203;97749.92;43
1738663;344;-86;7;20.994747;52.561543;2263;203;97807.95;43
1743673;345;-101;7;20.994699;52.561977;2272;203;97764.59;43
1748684;346;-95;7;20.994663;52.562389;2280;206;97855.79;43
1753693;347;-97;7;20.99465;52.562881;2286;203;97736.55;43
1758704;348;-93;7;20.994665;52.56332;2293;202;97670.23;43
1763714;349;-87;7;20.994642;52.563766;2299;201;97643.36;43
1768723;350;-89;7;20.994646;52.564209;2305;204;97770.28;43
1773734;351;-86;7;20.994637;52.564655;2312;199;97580.43;43
1778743;352;-88;7;20.994617;52.565102;2320;201;97597.31;43
1783753;353;-89;7;20.994646;52.565548;2328;198;97483.62;43
1788762;354;-92;7;20.994642;52.565983;2335;198;97514.08;43
1793771;355;-89;7;20.99464;52.566433;2342;200;97580.69;42
1798782;356;-89;7;20.994677;52.566917;2349;200;97543.63;42
1803791;357;-99;7;20.994726;52.567387;2356;197;97445.69;43
1808802;358;-90;7;20.994768;52.567867;2366;198;97535.73;43
1813811;359;-100;7;20.994764;52.568336;2372;194;97283.83;43
1818820;360;-89;7;20.994833;52.568821;2381;196;97391.88;43
1823830;361;-87;7;20.99486;52.569317;2388;194;97322.52;43
1828838;362;-93;7;20.994888;52.569786;2399;194;97278.66;43
1833849;363;-93;7;20.994898;52.570232;2408;193;97262.94;43
1838862;364;-100;7;20.994928;52.570702;2415;192;97170.28;43
1843871;365;-100;7;20.994944;52.571159;2422;190;97077.32;43
1848880;366;-100;7;20.99497;52.571564;2429;193;97214.25;42
1853890;367;-88;7;20.995029;52.57201;2436;192;97169.64;43
1858900;368;-89;7;20.995075;52.572464;2443;193;97219.02;43
1863910;369;-94;7;20.995108;52.57288;2451;190;97018.02;43
1868920;370;-95;7;20.995197;52.573311;2458;190;97083.12;43
1873930;371;-93;7;20.995213;52.573734;2465;187;96924.27;43
1878939;372;-89;7;20.995296;52.57415;2472;185;96874.69;43
1883949;373;-106;7;20.995369;52.574551;2480;184;96800.06;43
1888959;374;-104;7;20.995447;52.574951;2490;182;96714.77;43
1893969;375;-100;7;20.995525;52.575356;2496;181;96678.75;43
1898980;376;-96;7;20.995596;52.575741;2504;177;96490.36;43
1903989;377;-89;7;20.995705;52.576122;2514;178;96539.16;42
1908998;378;-98;7;20.995825;52.576508;2522;179;96597.51;43
1914007;379;-105;7;20.995892;52.576885;2531;175;96423.53;43
1919017;380;-102;7;20.996004;52.577267;2541;175;96461.06;42
1924025;381;-90;7;20.996122;52.577633;2550;175;96364.2;43
1929036;382;-104;7;20.996237;52.578011;2560;178;96475.67;43
1934045;383;-92;7;20.99638;52.578369;2568;176;96422.92;43
1939055;384;-97;7;20.9965;52.578724;2575;174;96385.33;42
1944065;385;-91;7;20.996626;52.579075;2583;172;96264.36;42
1949073;386;-90;7;20.996752;52.579441;2591;169;96137.72;42
1954084;387;-96;7;20.996922;52.579788;2600;168;96086.34;42
1959094;388;-100;7;20.997049;52.580128;2610;166;96013.83;42
1964104;389;-94;7;20.997206;52.58046;2619;166;96024.2;42
1969113;390;-95;7;20.997349;52.580833;2627;165;95950.26;42
1974122;391;-108;7;20.997528;52.581173;2633;162;95838.72;42
1979132;392;-107;7;20.997683;52.581524;2643;160;95714.42;42
1984140;393;-105;7;20.997835;52.581875;2651;159;95741.93;42
1989151;394;-98;7;20.997995;52.582233;2662;157;95627.02;42
1994158;395;-96;7;20.99818;52.582596;2671;157;95657.81;42
1999169;396;-92;7;20.998343;52.582932;2682;155;95536.12;42
2004178;397;-97;7;20.998569;52.583275;2692;156;95570.62;42
2009188;398;-91;7;20.998747;52.583607;2702;153;95430.81;42
2014198;399;-88;7;20.998972;52.583946;2711;155;95582;42
2019208;400;-90;7;20.999262;52.584293;2721;154;95508.26;42
2024215;401;-92;7;20.999502;52.584625;2731;159;95664.62;42
2029225;402;-98;7;20.999737;52.584919;2743;158;95638.98;41
2034234;403;-89;7;20.999985;52.585228;2753;158;95606.12;42
2039243;404;-96;7;21.000244;52.585537;2763;158;95570.31;42
2044252;405;-89;7;21.000483;52.585831;2770;157;95570.36;42
2049261;406;-94;7;21.000729;52.586124;2778;156;95515.02;42
2054272;407;-93;7;21.001005;52.58646;2785;159;95676.16;42
2059280;408;-95;7;21.001232;52.586742;2793;157;95476.52;42
2064289;409;-91;7;21.001514;52.587055;2800;155;95481.38;42
2069299;410;-88;7;21.001774;52.587364;2808;152;95296.57;42
2074309;411;-89;7;21.002068;52.587681;2818;152;95322.41;42
2079318;412;-87;7;21.002371;52.587982;2831;150;95208.12;42
